,lum,agg,int,col,moment,senc,catv,occutc,obs,obsm,manv,annee,nb_veh,choc_avant,choc_arriere,choc_lateral,choc_multiple,grav_order,secu,pieton,Conducteur,Autre,Arrière,Avant,pres_Homme,pres_Femme,age_grp_Enfant,age_grp_Adulte,age_grp_Jeune,age_grp_Senior,trajet_grp_Autre,trajet_grp_Inconnu,trajet_grp_Loisirs,trajet_grp_Professionnel,trajet_grp_Travail,catr,circ,nbv,prof,lartpc,larrout,infra,situ,mois,jour,jour_semaine,is_we,atm_enc,surf_enc
503391,1,2,1,6.0,2,0.0,7.0,0.0,0.0,1.0,15.0,2011,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,2,0,0,2,0,0,0,1,1,0,0,4.0,1.0,2.0,2.0,0.0,60.0,0.0,1.0,1,11,1,0,2,2
584590,1,2,3,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2012,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,1,1,0,0,0,2,0,0,1,1,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3,16,4,0,2,2
812523,5,2,2,7.0,3,1.0,31.0,0.0,0.0,0.0,1.0,2016,1.0,0.0,0.0,1.0,0.0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3,9,2,0,2,2
633474,3,1,1,3.0,3,0.0,33.0,0.0,0.0,2.0,3.0,2013,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,2,0,0,1,1,0,0,2,0,0,0,1.0,3.0,6.0,1.0,15.0,210.0,0.0,1.0,12,9,0,0,2,2
448732,2,1,1,7.0,1,0.0,31.0,0.0,0.0,0.0,9.0,2010,1.0,0.0,0.0,1.0,0.0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,3.0,4.0,1.0,10.0,280.0,0.0,1.0,9,10,4,0,2,2
169810,1,2,1,6.0,2,0.0,10.0,0.0,0.0,1.0,2.0,2007,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,1,1,0,2,0,0,0,0,1,1,0,3.0,2.0,5.0,1.0,0.0,180.0,0.0,1.0,1,24,2,0,2,2
749241,2,2,1,7.0,3,0.0,33.0,0.0,0.0,0.0,1.0,2015,1.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.0,3.0,2.0,1.0,0.0,75.0,0.0,1.0,7,7,1,0,2,2
58745,1,2,1,2.0,2,0.0,2.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,1,0,1,0,1,0,0,4.0,2.0,2.0,1.0,0.0,68.0,0.0,1.0,9,15,3,0,2,2
228690,1,2,1,3.0,2,0.0,7.0,0.0,0.0,2.0,16.0,2007,2.0,1.0,0.0,1.0,0.0,1,0,0,2,0,0,0,1,1,0,2,0,0,0,0,1,0,1,4.0,2.0,2.0,1.0,0.0,80.0,0.0,1.0,10,4,3,0,2,2
771880,1,2,1,1.0,3,1.0,7.0,0.0,0.0,2.0,0.0,2016,2.0,0.0,0.0,0.0,0.0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4.0,2.0,2.0,1.0,0.0,100.0,0.0,1.0,5,20,4,0,2,2
847267,1,2,2,5.0,1,1.0,7.0,0.0,0.0,2.0,19.0,2017,4.0,1.0,0.0,1.0,0.0,1,1,0,4,0,0,1,2,0,0,3,1,1,0,1,3,0,1,4.0,2.0,2.0,1.0,0.0,80.0,5.0,1.0,6,20,1,0,2,2
13151,3,1,1,1.0,3,0.0,10.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,0.0,1.0,0.0,2,1,0,2,0,0,0,2,0,0,0,1,1,1,0,0,1,0,2.0,2.0,2.0,1.0,0.0,80.0,0.0,1.0,3,21,0,0,2,2
201339,1,2,6,2.0,3,0.0,7.0,0.0,0.0,2.0,16.0,2007,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,2,0,0,4.0,2.0,2.0,1.0,20.0,140.0,0.0,1.0,6,11,0,0,2,2
161537,1,1,1,7.0,2,0.0,7.0,0.0,13.0,0.0,1.0,2006,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,12,2,5,1,2,2
404688,1,1,1,6.0,2,0.0,7.0,0.0,13.0,0.0,1.0,2010,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,7,29,3,0,2,2
356265,1,2,1,6.0,3,0.0,7.0,0.0,5.0,0.0,1.0,2009,1.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3.0,2.0,2.0,2.0,0.0,70.0,0.0,1.0,8,8,5,1,2,2
827063,1,1,1,6.0,1,2.0,7.0,0.0,0.0,2.0,0.0,2017,2.0,1.0,0.0,1.0,0.0,2,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,1,1,3.0,2.0,2.0,1.0,0.0,10.0,-1.0,-1.0,6,14,2,0,2,2
425310,1,1,1,7.0,3,0.0,7.0,0.0,0.0,0.0,1.0,2010,1.0,0.0,0.0,0.0,1.0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8,23,0,0,2,2
309229,5,2,1,6.0,1,0.0,7.0,0.0,6.0,0.0,14.0,2008,1.0,1.0,0.0,0.0,0.0,3,-1,0,1,0,1,1,2,0,0,2,1,0,0,2,1,0,0,3.0,2.0,2.0,2.0,0.0,69.0,0.0,3.0,11,29,5,1,2,2
497453,1,2,1,2.0,2,0.0,7.0,0.0,0.0,0.0,1.0,2011,2.0,1.0,1.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,5,28,5,1,2,2
412873,1,1,1,1.0,2,0.0,7.0,0.0,2.0,2.0,15.0,2010,2.0,1.0,0.0,0.0,0.0,3,-1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,2,0,3.0,2.0,2.0,1.0,0.0,66.0,0.0,1.0,7,12,0,0,2,2
711453,5,2,1,6.0,3,0.0,30.0,0.0,0.0,6.0,1.0,2015,1.0,1.0,0.0,0.0,0.0,2,2,0,1,0,0,1,2,0,0,0,2,0,0,0,2,0,0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,26,4,0,2,0
86800,1,2,5,3.0,1,0.0,10.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,4.0,2.0,4.0,1.0,0.0,120.0,0.0,1.0,1,3,1,0,2,2
691771,1,2,1,6.0,1,0.0,37.0,1.0,0.0,1.0,1.0,2014,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,1,1,0,2,0,0,0,0,0,1,1,4.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,12,9,1,0,2,2
746456,1,1,1,3.0,1,0.0,13.0,0.0,0.0,2.0,0.0,2015,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,10,2,4,0,2,2
30874,1,2,1,6.0,1,0.0,7.0,0.0,0.0,1.0,0.0,2005,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,1,1,0,2,0,0,0,0,2,0,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,5,14,5,1,2,2
674343,1,2,1,1.0,2,2.0,7.0,0.0,0.0,2.0,13.0,2014,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,1,1,2,0,2,0,1,2,0,1,0,0,4.0,2.0,2.0,1.0,0.0,68.0,0.0,1.0,5,17,5,1,2,2
910879,1,2,1,7.0,1,2.0,34.0,0.0,0.0,0.0,1.0,2018,1.0,0.0,0.0,1.0,0.0,1,2,0,1,0,0,1,1,1,0,2,0,0,0,0,2,0,0,4.0,2.0,2.0,1.0,-1.0,-1.0,0.0,3.0,10,7,6,1,2,1
410872,1,1,1,6.0,1,0.0,7.0,0.0,6.0,0.0,17.0,2010,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0,3.0,2.0,1.0,30.0,100.0,0.0,3.0,5,4,1,0,1,1
668166,1,2,3,3.0,1,0.0,10.0,0.0,0.0,2.0,16.0,2014,2.0,1.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,1,1,4.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,7,24,3,0,2,2
303920,1,2,6,3.0,3,0.0,33.0,0.0,0.0,2.0,12.0,2008,2.0,1.0,0.0,0.0,0.0,2,-1,0,2,0,0,0,1,1,0,2,0,0,0,1,0,0,1,4.0,1.0,2.0,1.0,0.0,60.0,0.0,1.0,10,20,0,0,2,2
433032,1,1,1,6.0,1,0.0,7.0,0.0,6.0,0.0,1.0,2010,1.0,0.0,0.0,0.0,0.0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.0,2.0,2.0,1.0,0.0,65.0,0.0,1.0,6,11,4,0,2,2
733571,1,2,3,3.0,2,0.0,1.0,0.0,0.0,2.0,0.0,2015,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,1,1,0,0,0,2,0,0,3.0,2.0,2.0,1.0,0.0,105.0,5.0,1.0,5,2,5,1,2,2
811833,5,2,1,6.0,3,1.0,7.0,0.0,0.0,1.0,4.0,2016,1.0,0.0,1.0,0.0,0.0,1,-1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,4.0,1.0,0.0,1.0,0.0,75.0,0.0,1.0,10,19,2,0,2,2
363618,1,2,2,2.0,3,0.0,7.0,0.0,0.0,2.0,14.0,2009,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,0,0,1,1,0,1,0,1,0,0,2,0,0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6,19,4,0,2,2
325312,1,2,1,6.0,2,0.0,7.0,0.0,14.0,0.0,1.0,2009,2.0,1.0,0.0,0.0,0.0,2,-1,1,2,1,0,1,1,2,0,2,0,2,1,0,3,0,0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1,3,5,1,2,2
317772,1,2,1,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2008,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12,20,5,1,2,2
127815,5,1,1,6.0,4,0.0,7.0,0.0,2.0,0.0,13.0,2006,1.0,1.0,0.0,0.0,0.0,3,-1,0,1,0,0,1,2,0,0,0,2,0,0,1,1,0,0,3.0,2.0,2.0,3.0,0.0,70.0,5.0,3.0,7,29,5,1,2,2
42269,1,2,1,6.0,2,1.0,7.0,0.0,0.0,1.0,1.0,2005,1.0,1.0,0.0,0.0,0.0,2,-1,2,0,2,0,0,1,1,0,0,0,2,0,0,2,0,0,3.0,2.0,2.0,0.0,0.0,60.0,0.0,1.0,7,1,4,0,2,2
265726,1,2,2,3.0,2,0.0,33.0,0.0,0.0,2.0,1.0,2008,2.0,1.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,1,1,0,2,0,0,0,1,1,0,0,4.0,3.0,2.0,1.0,8.0,160.0,0.0,1.0,4,12,5,1,2,2
265009,5,2,1,6.0,3,0.0,7.0,0.0,3.0,0.0,19.0,2008,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4,20,6,1,1,1
596277,1,2,3,3.0,1,0.0,33.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,2,0,0,0,1,0,0,1,3.0,2.0,2.0,3.0,0.0,80.0,0.0,1.0,8,6,1,0,2,2
543001,1,1,2,3.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2012,2.0,1.0,0.0,0.0,0.0,2,1,0,2,1,2,1,2,2,0,1,5,0,0,4,1,0,1,3.0,2.0,2.0,1.0,0.0,50.0,0.0,1.0,9,18,1,0,2,2
825214,1,2,1,6.0,2,1.0,37.0,0.0,0.0,1.0,2.0,2017,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,2,0,0,1,1,0,1,0,1,0,0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,10,7,5,1,2,2
682233,1,2,2,7.0,1,0.0,33.0,0.0,0.0,9.0,2.0,2014,2.0,0.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,4.0,2.0,2.0,1.0,180.0,94.0,0.0,1.0,4,29,1,0,2,2
13901,3,1,1,4.0,3,0.0,7.0,0.0,0.0,0.0,2.0,2005,4.0,1.0,1.0,0.0,0.0,1,1,0,3,0,0,2,2,1,1,4,0,0,0,1,3,1,0,1.0,3.0,2.0,1.0,20.0,70.0,0.0,1.0,3,22,1,0,1,2
730452,1,2,2,6.0,2,1.0,7.0,0.0,0.0,1.0,16.0,2015,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,2,0,0,1,0,1,1,0,0,0,1,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5,27,2,0,2,0
873220,5,2,1,6.0,4,1.0,10.0,0.0,4.0,0.0,1.0,2017,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4.0,1.0,1.0,1.0,15.0,35.0,1.0,1.0,12,27,2,0,2,2
807618,3,1,1,2.0,2,1.0,33.0,0.0,0.0,2.0,3.0,2016,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,1,0,1,0,0,1,0,1,1.0,1.0,3.0,1.0,20.0,105.0,0.0,1.0,1,29,4,0,2,2
607143,1,2,1,6.0,3,0.0,7.0,0.0,0.0,1.0,23.0,2013,1.0,0.0,1.0,0.0,0.0,1,-1,1,1,1,0,1,2,1,1,0,2,0,0,0,3,0,0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,4,14,6,1,2,2
481105,1,2,1,2.0,1,0.0,34.0,0.0,0.0,2.0,2.0,2011,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,1,0,0,2,0,0,0,4.0,2.0,6.0,1.0,0.0,90.0,0.0,1.0,10,18,1,0,2,2
888993,1,2,6,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2018,1.0,1.0,0.0,0.0,0.0,2,0,1,1,1,0,0,0,2,0,0,0,2,0,2,0,0,0,4.0,2.0,2.0,1.0,-1.0,-1.0,5.0,1.0,11,26,0,0,1,2
674547,5,2,1,7.0,4,0.0,7.0,0.0,6.0,0.0,1.0,2014,1.0,0.0,0.0,0.0,1.0,2,1,0,1,0,0,1,2,0,0,0,2,0,0,0,2,0,0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,11,22,5,1,2,2
626193,1,2,2,3.0,1,0.0,31.0,0.0,0.0,2.0,17.0,2013,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,0,2,0,1,0,1,0,0,1,0,1,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,10,1,1,0,2,2
515110,1,1,1,5.0,3,1.0,7.0,0.0,0.0,2.0,1.0,2011,3.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,1,0,1,2.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,5,10,1,0,2,2
773713,3,1,1,3.0,2,1.0,7.0,0.0,0.0,2.0,9.0,2016,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,1,1,0,1,0,1,0,2,0,0,0,3.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,11,21,0,0,2,2
654567,3,1,1,1.0,3,0.0,7.0,0.0,0.0,2.0,13.0,2014,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,1,1,0,0,2,0,0,1,1,0,0,3.0,2.0,2.0,1.0,0.0,56.0,0.0,1.0,11,13,3,0,2,2
824070,1,2,1,6.0,2,1.0,7.0,0.0,0.0,1.0,0.0,2017,1.0,0.0,0.0,0.0,0.0,2,-1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,4,10,0,0,2,2
891664,1,2,1,1.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2018,2.0,1.0,0.0,0.0,0.0,1,1,0,2,1,0,0,0,2,1,0,2,0,0,0,2,1,0,4.0,2.0,2.0,1.0,-1.0,-1.0,0.0,1.0,5,28,0,0,2,2
31640,1,2,3,5.0,3,0.0,7.0,0.0,0.0,2.0,9.0,2005,3.0,1.0,0.0,0.0,0.0,1,1,0,3,0,0,1,2,1,2,0,2,0,1,1,2,0,0,3.0,2.0,2.0,1.0,0.0,108.0,0.0,1.0,5,19,3,0,2,2
705872,1,1,1,1.0,1,0.0,7.0,0.0,0.0,2.0,13.0,2015,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,3.0,0.0,2.0,2.0,0.0,78.0,0.0,1.0,11,30,0,0,2,2
515478,3,1,1,2.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,1.0,0.0,0.0,2,1,0,1,0,2,1,2,2,0,1,3,0,0,4,0,0,0,1.0,3.0,2.0,0.0,15.0,140.0,0.0,1.0,12,4,6,1,2,0
342133,2,1,1,6.0,3,0.0,7.0,0.0,6.0,0.0,13.0,2009,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3.0,2.0,2.0,1.0,0.0,67.0,2.0,3.0,5,6,2,0,2,2
181814,5,2,2,5.0,3,0.0,10.0,0.0,0.0,2.0,1.0,2007,3.0,1.0,0.0,1.0,0.0,1,-1,0,3,0,1,1,2,2,0,4,1,0,2,2,0,1,0,4.0,2.0,2.0,1.0,0.0,60.0,5.0,1.0,3,26,0,0,2,2
806632,1,2,1,6.0,2,1.0,7.0,0.0,8.0,0.0,1.0,2016,1.0,1.0,0.0,0.0,0.0,1,-1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10,13,3,0,2,2
134246,1,2,1,3.0,2,0.0,7.0,0.0,0.0,2.0,19.0,2006,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,1,0,2,0,0,0,0,2.0,2.0,2.0,1.0,0.0,140.0,0.0,0.0,8,16,2,0,2,2
197266,1,1,1,1.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2007,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,1,1,0,1,0,1,0,0,1,0,1,3.0,2.0,0.0,1.0,0.0,72.0,0.0,1.0,6,21,3,0,2,2
551775,1,2,9,2.0,2,0.0,33.0,0.0,0.0,2.0,11.0,2012,2.0,0.0,1.0,1.0,0.0,1,1,0,2,0,0,0,2,0,0,1,1,0,0,0,1,1,0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,4,2,0,0,2,2
881164,1,2,1,3.0,2,0.0,33.0,0.0,0.0,6.0,13.0,2018,2.0,1.0,0.0,0.0,0.0,1,2,0,2,0,0,0,2,0,0,0,2,0,0,1,1,0,0,3.0,0.0,2.0,1.0,-1.0,-1.0,0.0,3.0,9,20,3,0,2,2
6323,1,1,1,3.0,1,0.0,7.0,0.0,0.0,2.0,2.0,2005,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,1,0,1,2,1,0,2,0,0,2,1,0,0,1.0,3.0,8.0,1.0,20.0,300.0,0.0,1.0,1,3,0,0,2,2
212132,5,2,1,6.0,3,0.0,7.0,0.0,8.0,0.0,1.0,2007,1.0,0.0,0.0,1.0,0.0,3,1,0,1,0,1,1,2,1,2,0,1,0,0,2,1,0,0,3.0,2.0,0.0,0.0,72.0,0.0,0.0,3.0,8,2,3,0,2,2
147887,1,2,1,6.0,2,0.0,5.0,0.0,1.0,0.0,18.0,2006,1.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.0,1.0,2.0,1.0,0.0,60.0,0.0,1.0,10,12,3,0,2,2
7395,5,2,2,3.0,4,0.0,7.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,0.0,1.0,0.0,2,1,0,2,0,0,2,2,2,0,0,4,0,1,2,1,0,0,4.0,1.0,0.0,1.0,0.0,61.0,0.0,1.0,2,26,5,1,2,2
540952,1,2,1,4.0,1,0.0,7.0,0.0,4.0,2.0,1.0,2012,3.0,1.0,0.0,0.0,0.0,1,-1,0,3,0,0,1,2,1,0,3,1,0,0,0,3,1,0,4.0,1.0,2.0,1.0,21.0,63.0,1.0,1.0,7,10,1,0,2,2
836783,1,2,1,2.0,2,0.0,7.0,0.0,0.0,0.0,24.0,2017,2.0,1.0,1.0,0.0,0.0,2,0,0,2,0,0,1,2,0,0,1,2,0,0,0,2,1,0,3.0,2.0,2.0,1.0,0.0,54.0,0.0,1.0,9,1,4,0,2,2
35801,1,1,1,3.0,3,0.0,7.0,0.0,8.0,0.0,1.0,2005,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,0,2,0,0,0,2,0,0,4.0,3.0,5.0,1.0,0.0,110.0,0.0,1.0,6,29,2,0,2,2
925174,1,2,1,3.0,1,1.0,7.0,0.0,0.0,2.0,22.0,2018,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,2,0,0,0,0,1,0,1,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,6,15,4,0,2,2
43233,1,2,1,3.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2005,2.0,1.0,0.0,0.0,0.0,2,-1,0,2,0,0,0,1,1,0,1,1,0,1,0,1,0,0,3.0,2.0,0.0,2.0,0.0,53.0,0.0,0.0,7,28,3,0,2,2
322350,1,2,4,4.0,1,0.0,7.0,0.0,0.0,2.0,2.0,2009,3.0,1.0,1.0,0.0,1.0,1,1,0,3,0,0,0,2,1,0,2,1,0,0,0,0,1,2,4.0,1.0,4.0,1.0,15.0,140.0,0.0,1.0,3,16,0,0,2,2
720617,3,1,1,1.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2015,2.0,1.0,0.0,0.0,0.0,3,1,0,2,0,0,1,2,1,0,0,0,3,0,1,2,0,0,3.0,2.0,2.0,0.0,0.0,62.0,0.0,1.0,3,1,6,1,2,2
784821,5,2,1,2.0,3,1.0,7.0,0.0,0.0,2.0,1.0,2016,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,4.0,2.0,2.0,1.0,0.0,80.0,0.0,1.0,8,30,1,0,2,2
646781,3,2,1,6.0,3,0.0,3.0,0.0,0.0,1.0,1.0,2014,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,3.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,12,22,0,0,2,2
170029,5,2,4,3.0,3,0.0,7.0,0.0,0.0,2.0,10.0,2007,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,1,1,1,0,1,0,0,0,2,0,0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1,3,2,0,2,2
521428,1,2,5,2.0,1,0.0,7.0,0.0,0.0,2.0,15.0,2011,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,1,2,1,0,2,0,1,0,0,0,0,3,4.0,2.0,1.0,1.0,0.0,73.0,0.0,1.0,6,22,2,0,1,2
416262,1,2,1,7.0,2,0.0,7.0,0.0,2.0,0.0,1.0,2010,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,10,7,3,0,2,2
300088,1,2,3,3.0,2,0.0,13.0,0.0,0.0,2.0,15.0,2008,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,1,0,0,0,1,1,0,4.0,1.0,1.0,1.0,0.0,59.0,0.0,1.0,9,11,3,0,2,2
377015,1,1,1,4.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2009,3.0,1.0,1.0,0.0,0.0,1,1,0,3,0,0,0,2,0,0,2,1,0,0,0,2,0,1,1.0,3.0,2.0,2.0,20.0,70.0,0.0,1.0,10,25,6,1,2,2
685588,5,2,1,6.0,3,0.0,7.0,0.0,0.0,1.0,1.0,2014,1.0,1.0,0.0,0.0,0.0,1,-1,0,1,1,0,0,2,0,1,1,0,0,1,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,7,4,0,2,2
359290,1,2,6,3.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2009,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,1,4.0,2.0,1.0,1.0,0.0,70.0,0.0,1.0,9,30,2,0,2,2
543220,2,2,1,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2012,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,1,1,0,0,1,1,2,0,0,0,0,4.0,2.0,2.0,1.0,0.0,63.0,0.0,1.0,12,7,4,0,1,2
494978,1,2,1,7.0,2,0.0,30.0,0.0,14.0,0.0,0.0,2011,1.0,1.0,0.0,0.0,0.0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.0,2.0,2.0,1.0,0.0,83.0,0.0,1.0,6,25,5,1,2,2
450911,3,1,1,3.0,1,0.0,7.0,0.0,0.0,2.0,2.0,2010,2.0,1.0,1.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,1.0,3.0,3.0,1.0,20.0,260.0,0.0,1.0,10,12,1,0,2,2
807726,1,1,1,4.0,1,1.0,7.0,0.0,0.0,2.0,23.0,2016,3.0,1.0,1.0,0.0,0.0,1,1,0,3,0,0,2,2,2,0,0,3,2,0,0,4,1,0,1.0,3.0,3.0,1.0,0.0,90.0,1.0,1.0,4,4,0,0,2,2
57236,1,2,1,2.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2005,2.0,1.0,1.0,0.0,0.0,2,-1,0,2,0,0,0,1,1,0,2,0,0,0,1,1,0,0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,9,6,1,0,2,2
862091,1,1,1,6.0,2,1.0,10.0,0.0,0.0,9.0,1.0,2017,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0,3.0,8.0,1.0,-1.0,-1.0,0.0,1.0,5,15,0,0,2,2
609883,5,2,3,3.0,3,0.0,32.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,0.0,0.0,0.0,2,-1,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,6,4,0,2,0
