,grav,secu,pieton,Arrière,Autre,Avant,Conducteur,pres_Homme,pres_Femme,age_grp_Adulte,age_grp_Enfant,age_grp_Jeune,age_grp_Senior,trajet_grp_Autre,trajet_grp_Inconnu,trajet_grp_Loisirs,trajet_grp_Professionnel,trajet_grp_Travail,grav_order,lum,agg,int,col,moment,senc,catv,occutc,obs,obsm,manv,annee,nb_veh,choc_avant,choc_arriere,choc_lateral,choc_multiple,catr,circ,nbv,prof,lartpc,larrout,infra,situ,mois,jour,jour_semaine,is_we,atm_enc,surf_enc
184081,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,True,False,0,1.0,2.0,3.0,3.0,1,0.0,7.0,0.0,0.0,2.0,15.0,2005,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,70.0,5.0,1.0,12,12,0,0,2,2
257757,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,True,False,0,1.0,1.0,1.0,5.0,1,0.0,17.0,0.0,0.0,2.0,2.0,2006,3.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,1.0,20.0,210.0,0.0,1.0,5,9,1,0,1,2
1723497,3,-1,1,0,1,0,0,1,1,False,True,False,False,True,False,False,False,False,2,1.0,1.0,1.0,6.0,2,1.0,7.0,0.0,0.0,1.0,1.0,2016,1.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,60.0,0.0,1.0,8,25,3,0,2,2
892363,3,2,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,2,1.0,1.0,1.0,3.0,2,0.0,7.0,0.0,0.0,2.0,15.0,2010,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,73.0,13.0,5.0,1.0,7,13,1,0,2,2
2014409,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False,True,0,1.0,1.0,1.0,3.0,3,2.0,7.0,0.0,0.0,2.0,1.0,2018,2.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,-1.0,-1.0,0.0,3.0,5,22,1,0,1,2
1617946,4,2,0,0,0,0,1,1,0,False,False,True,False,True,False,False,False,False,1,1.0,2.0,1.0,6.0,1,0.0,33.0,0.0,0.0,0.0,0.0,2015,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,30.0,60.0,0.0,1.0,11,24,1,0,2,2
117990,1,1,0,0,0,0,1,2,0,True,False,False,False,True,False,False,False,False,0,1.0,2.0,3.0,6.0,2,0.0,5.0,0.0,0.0,2.0,1.0,2005,3.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8,1,0,0,2,2
1148305,1,1,0,0,0,0,1,2,0,True,False,False,False,False,True,False,False,False,0,1.0,1.0,1.0,2.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,140.0,0.0,1.0,1,11,1,0,2,2
111351,3,1,0,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,2,1.0,2.0,1.0,1.0,2,0.0,7.0,0.0,0.0,2.0,0.0,2005,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,8,3,2,0,2,2
1320713,3,2,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,2,1.0,1.0,1.0,7.0,2,0.0,33.0,0.0,10.0,0.0,1.0,2013,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,62.0,0.0,3.0,6,2,6,1,2,2
1869139,1,1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,0,2.0,1.0,9.0,2.0,3,2.0,7.0,0.0,0.0,2.0,1.0,2017,2.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,2.0,7.0,13.0,-1.0,-1.0,6,18,6,1,2,2
1025767,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,False,True,0,1.0,2.0,5.0,3.0,2,0.0,7.0,0.0,0.0,2.0,15.0,2010,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,80.0,0.0,1.0,10,21,3,0,2,2
442963,3,2,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,2,1.0,1.0,1.0,2.0,2,0.0,7.0,0.0,0.0,0.0,2.0,2007,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,15.0,105.0,0.0,1.0,5,13,6,1,2,2
769612,3,1,0,0,0,1,0,2,2,False,False,True,False,False,True,False,False,False,2,1.0,1.0,1.0,1.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2009,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,104.0,0.0,1.0,5,22,4,0,2,2
1190027,1,2,0,0,0,0,1,1,1,False,True,False,False,False,False,True,False,False,0,5.0,2.0,9.0,6.0,1,0.0,34.0,0.0,0.0,1.0,1.0,2012,1.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,11,17,5,1,2,2
1272257,4,-1,1,0,1,0,0,0,2,False,True,False,False,True,False,False,False,False,1,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,0.0,1.0,2.0,2012,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,63.0,0.0,1.0,10,24,2,0,2,2
1160552,4,2,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False,True,1,5.0,2.0,2.0,1.0,3,0.0,7.0,0.0,0.0,0.0,15.0,2011,2.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,10.0,150.0,0.0,1.0,10,25,1,0,2,2
309798,1,1,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,0,1.0,1.0,2.0,3.0,2,0.0,2.0,0.0,0.0,2.0,19.0,2006,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,58.0,0.0,1.0,9,16,5,1,2,2
954101,1,1,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,0,1.0,2.0,1.0,4.0,3,0.0,7.0,0.0,0.0,2.0,23.0,2010,3.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,45.0,0.0,1.0,5,4,1,0,2,2
1190415,1,1,0,0,0,1,0,2,0,False,False,True,False,False,False,True,False,False,0,2.0,1.0,1.0,1.0,1,0.0,7.0,0.0,0.0,2.0,3.0,2012,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,-1.0,68.0,0.0,1.0,5,20,6,1,2,2
597123,1,-1,0,0,0,0,1,1,2,False,False,False,True,False,False,False,False,True,0,1.0,2.0,1.0,4.0,1,0.0,7.0,0.0,0.0,2.0,2.0,2008,3.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,50.0,0.0,1.0,4,25,4,0,2,2
56535,1,1,0,0,0,0,1,2,0,True,False,False,False,True,False,False,False,False,0,1.0,2.0,1.0,3.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2005,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,68.0,0.0,1.0,5,20,4,0,2,2
1686146,4,-1,1,0,1,0,0,1,1,True,False,False,False,True,False,False,False,False,1,5.0,2.0,1.0,6.0,3,0.0,2.0,0.0,0.0,1.0,1.0,2015,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,12,8,1,0,2,2
606592,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,False,True,0,1.0,2.0,1.0,3.0,1,0.0,34.0,0.0,0.0,2.0,13.0,2008,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,137.0,0.0,1.0,5,15,3,0,2,2
1543160,4,1,0,0,0,0,1,2,0,False,False,True,False,False,True,False,False,False,1,3.0,1.0,1.0,2.0,2,0.0,7.0,0.0,0.0,2.0,11.0,2014,2.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,1.0,15.0,105.0,0.0,1.0,12,2,1,0,2,2
77269,3,2,0,0,0,0,1,1,1,False,False,True,False,True,False,False,False,False,2,5.0,2.0,2.0,3.0,3,0.0,4.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,70.0,5.0,1.0,6,14,1,0,2,2
962221,4,1,0,0,0,1,0,1,2,True,False,False,False,False,False,True,False,False,1,1.0,2.0,1.0,3.0,3,0.0,7.0,0.0,0.0,2.0,2.0,2010,2.0,1.0,1.0,0.0,0.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7,22,3,0,2,2
1937810,1,1,0,0,0,0,1,2,0,False,False,False,True,False,True,False,False,False,0,5.0,2.0,2.0,3.0,3,1.0,7.0,0.0,0.0,2.0,15.0,2017,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,11,22,2,0,2,2
1005317,4,1,0,0,0,1,0,2,2,False,False,True,False,False,False,True,False,False,1,1.0,1.0,1.0,4.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2010,5.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,15.0,105.0,0.0,1.0,12,29,2,0,2,2
1616309,4,-1,0,0,0,0,1,0,2,True,False,False,False,False,True,False,False,False,1,1.0,2.0,2.0,3.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2015,2.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,10,20,1,0,2,2
1025365,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,False,True,0,1.0,2.0,2.0,6.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,4,29,3,0,2,2
1706292,1,1,0,0,0,1,0,2,2,False,True,False,False,False,True,False,False,False,0,1.0,1.0,1.0,5.0,2,2.0,7.0,0.0,0.0,0.0,1.0,2016,4.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,75.0,1.0,1.0,6,27,0,0,2,2
1409868,1,1,0,0,0,0,1,2,0,False,False,True,False,False,False,False,False,True,0,1.0,1.0,9.0,2.0,1,0.0,33.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,70.0,3.0,1.0,6,18,1,0,2,2
409565,1,1,0,0,0,0,1,2,2,True,False,False,False,False,False,False,False,True,0,1.0,1.0,1.0,4.0,1,0.0,7.0,0.0,0.0,2.0,2.0,2007,6.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,75.0,0.0,1.0,3,30,4,0,2,2
1590735,2,2,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,3,1.0,1.0,1.0,7.0,3,0.0,33.0,0.0,13.0,0.0,17.0,2015,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,52.0,0.0,3.0,7,9,3,0,2,2
1487583,4,1,0,0,0,0,1,1,2,False,False,True,False,False,False,True,False,False,1,1.0,2.0,1.0,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2014,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,59.0,0.0,1.0,8,4,0,0,2,2
2031138,4,1,0,0,0,1,0,2,0,False,False,True,False,False,False,True,False,False,1,3.0,1.0,1.0,6.0,4,0.0,7.0,0.0,13.0,0.0,1.0,2018,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,-1.0,-1.0,0.0,3.0,11,25,6,1,2,2
1790516,4,1,0,0,0,0,1,0,1,True,False,False,False,False,False,True,False,False,1,1.0,1.0,1.0,6.0,1,2.0,7.0,0.0,3.0,0.0,13.0,2016,1.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,-1.0,-1.0,0.0,1.0,1,31,6,1,2,2
1099384,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,True,False,0,1.0,2.0,1.0,2.0,2,0.0,10.0,0.0,0.0,2.0,4.0,2011,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7,22,4,0,2,2
700024,1,1,0,0,0,0,1,0,2,False,False,False,True,False,False,True,False,False,0,5.0,2.0,1.0,6.0,3,0.0,7.0,0.0,0.0,1.0,1.0,2008,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,87.0,5.0,1.0,11,13,3,0,2,2
784714,4,-1,1,0,1,0,0,1,2,True,False,False,False,False,True,False,False,False,1,1.0,2.0,2.0,2.0,2,0.0,7.0,0.0,0.0,0.0,16.0,2009,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,100.0,630.0,0.0,1.0,3,3,1,0,2,2
347805,4,-1,0,0,0,0,1,2,0,False,False,True,False,False,False,False,False,True,1,1.0,2.0,1.0,2.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2006,2.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,1.0,20.0,160.0,0.0,1.0,11,3,4,0,1,2
560292,4,1,0,0,0,0,1,2,0,True,False,False,False,False,True,False,False,False,1,5.0,2.0,1.0,2.0,4,0.0,7.0,0.0,1.0,1.0,20.0,2008,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,1,5,5,1,1,2
1264108,4,3,0,1,0,0,0,2,2,False,True,False,False,True,False,False,False,False,1,1.0,2.0,3.0,3.0,2,0.0,7.0,0.0,0.0,2.0,16.0,2012,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10,6,5,1,2,2
210668,4,1,0,0,0,0,1,2,1,True,False,False,False,False,True,False,False,False,1,2.0,2.0,6.0,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,10.0,90.0,0.0,1.0,2,18,5,1,2,2
1765119,1,1,0,0,0,0,1,2,0,False,False,True,False,False,False,False,True,False,0,1.0,2.0,1.0,6.0,3,0.0,7.0,0.0,0.0,1.0,1.0,2016,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8,9,1,0,2,2
277364,4,2,0,0,0,0,1,1,0,False,False,True,False,False,False,False,False,True,1,2.0,2.0,1.0,3.0,1,0.0,33.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7,21,4,0,2,2
1541895,4,1,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,True,1,5.0,1.0,1.0,6.0,3,0.0,7.0,0.0,4.0,0.0,1.0,2014,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,35.0,0.0,1.0,2,11,1,0,2,2
1784500,4,-1,0,1,0,0,0,2,2,True,False,False,False,False,False,False,False,True,1,1.0,2.0,1.0,6.0,1,0.0,37.0,0.0,14.0,9.0,1.0,2016,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,9,22,3,0,2,2
314276,4,1,0,1,0,0,0,2,0,False,False,True,False,False,True,False,False,False,1,5.0,2.0,1.0,6.0,4,0.0,7.0,0.0,13.0,0.0,1.0,2006,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,45.0,3.0,1.0,9,1,4,0,2,2
892448,3,-1,0,0,0,0,1,0,2,False,False,True,False,False,False,True,False,False,2,3.0,1.0,1.0,6.0,4,0.0,7.0,0.0,6.0,0.0,13.0,2010,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,5,8,5,1,2,2
1517558,3,2,0,0,0,0,1,1,1,False,False,True,False,False,False,False,False,True,2,1.0,1.0,2.0,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2014,2.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,64.0,0.0,1.0,8,29,4,0,2,2
232344,1,3,0,1,0,0,0,2,2,False,True,False,False,False,True,False,False,False,0,1.0,1.0,3.0,3.0,3,0.0,7.0,0.0,0.0,0.0,13.0,2006,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,4,7,4,0,2,2
841641,4,-1,0,0,0,0,1,1,2,False,False,False,True,False,False,True,False,False,1,1.0,2.0,4.0,3.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2009,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,84.0,0.0,1.0,10,2,4,0,2,2
1042448,1,1,0,0,0,0,1,2,0,False,False,False,True,False,False,True,False,False,0,1.0,2.0,1.0,1.0,3,0.0,7.0,0.0,0.0,9.0,13.0,2011,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,70.0,0.0,1.0,8,24,2,0,2,2
616478,1,1,0,0,1,0,0,2,1,False,True,False,False,False,True,False,False,False,0,3.0,1.0,2.0,5.0,4,0.0,7.0,0.0,14.0,0.0,21.0,2008,3.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,120.0,0.0,5.0,1.0,5,9,4,0,1,2
143778,4,2,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,1,1.0,1.0,1.0,7.0,2,0.0,5.0,0.0,0.0,0.0,1.0,2005,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,59.0,0.0,1.0,10,9,6,1,2,2
1331030,3,1,0,0,0,0,1,1,1,False,False,False,True,False,False,False,False,True,2,1.0,1.0,1.0,1.0,1,0.0,7.0,0.0,0.0,0.0,17.0,2013,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,8,22,3,0,2,2
1199392,4,-1,1,0,1,0,0,2,0,False,False,False,True,False,False,True,False,False,1,1.0,2.0,3.0,6.0,2,0.0,10.0,0.0,0.0,1.0,15.0,2012,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,70.0,0.0,1.0,4,21,5,1,2,2
1379740,4,-1,0,0,0,0,1,0,2,False,False,True,False,False,True,False,False,False,1,1.0,2.0,1.0,3.0,1,0.0,7.0,0.0,0.0,2.0,16.0,2013,2.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,100.0,0.0,1.0,7,23,1,0,2,2
1807499,3,2,0,0,0,0,1,2,0,True,False,False,False,False,True,False,False,False,2,1.0,2.0,1.0,3.0,1,1.0,33.0,0.0,0.0,2.0,17.0,2016,2.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,45.0,0.0,1.0,10,31,0,0,2,2
1256645,3,2,0,0,0,0,1,2,0,True,False,False,False,False,True,False,False,False,2,1.0,2.0,1.0,6.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2012,2.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,43.0,130.0,0.0,1.0,7,26,3,0,2,2
446496,4,1,0,0,0,0,1,1,1,False,False,True,False,False,False,False,True,False,1,1.0,2.0,1.0,1.0,1,0.0,33.0,0.0,0.0,2.0,1.0,2007,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,6,11,0,0,2,2
2050904,1,1,0,1,0,0,0,2,0,False,False,True,False,False,True,False,False,False,0,3.0,1.0,1.0,2.0,3,2.0,10.0,0.0,0.0,2.0,1.0,2018,2.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,-1.0,-1.0,0.0,3.0,1,20,5,1,2,2
1039761,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,False,True,0,2.0,1.0,1.0,2.0,1,0.0,10.0,0.0,0.0,0.0,15.0,2011,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,76.0,0.0,1.0,11,10,3,0,2,2
1482483,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False,True,0,1.0,2.0,6.0,3.0,2,0.0,7.0,0.0,0.0,2.0,15.0,2014,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,5.0,1.0,3,3,0,0,2,2
653436,3,-1,0,0,0,1,0,1,1,False,False,True,False,False,True,False,False,False,2,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,2.0,0.0,1.0,2008,1.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,8,1,4,0,2,2
1361007,4,-1,1,0,1,0,0,1,1,False,False,True,False,True,False,False,False,False,1,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,0.0,1.0,0.0,2013,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,12,4,2,0,2,2
1561026,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,True,False,0,1.0,2.0,2.0,6.0,2,0.0,37.0,20.0,0.0,1.0,16.0,2014,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,10.0,137.0,5.0,1.0,9,4,3,0,2,2
1840853,1,1,0,0,0,0,1,0,2,True,False,False,False,False,False,True,False,False,0,1.0,2.0,2.0,3.0,2,1.0,31.0,0.0,0.0,2.0,1.0,2017,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,50.0,0.0,1.0,8,17,3,0,2,2
1029184,4,1,0,0,0,0,1,2,2,True,False,False,False,False,False,False,True,False,1,1.0,2.0,1.0,4.0,2,0.0,7.0,0.0,0.0,2.0,23.0,2010,3.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,15.0,140.0,0.0,1.0,4,13,1,0,2,2
15299,1,1,0,0,0,0,1,2,2,False,False,True,False,False,True,False,False,False,0,1.0,1.0,1.0,4.0,2,0.0,7.0,0.0,0.0,2.0,0.0,2005,5.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,20.0,95.0,0.0,1.0,1,28,4,0,2,2
1861262,4,-1,0,0,0,0,1,2,2,False,False,True,False,False,False,True,False,False,1,3.0,1.0,1.0,7.0,3,1.0,7.0,0.0,8.0,0.0,1.0,2017,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,7.0,413.0,-1.0,-1.0,3,10,4,0,2,1
1178060,1,1,0,0,0,0,1,2,0,False,False,False,True,False,False,True,False,False,0,1.0,1.0,3.0,3.0,1,0.0,33.0,0.0,0.0,2.0,1.0,2012,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4,1,6,1,2,2
1600061,2,1,0,0,0,0,1,0,1,True,False,False,False,False,False,True,False,False,3,1.0,1.0,1.0,7.0,1,0.0,7.0,0.0,8.0,0.0,1.0,2015,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,9,21,0,0,2,2
135262,3,2,0,0,0,0,1,2,0,False,True,False,False,False,False,False,False,True,2,1.0,2.0,3.0,3.0,1,0.0,7.0,0.0,0.0,2.0,15.0,2005,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,80.0,0.0,1.0,9,21,2,0,2,2
1686941,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,True,False,0,1.0,2.0,1.0,6.0,1,0.0,37.0,0.0,0.0,2.0,23.0,2015,2.0,0.0,1.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,161.0,0.0,1.0,12,3,3,0,2,2
60871,4,0,0,0,0,0,1,2,0,True,False,False,False,True,False,False,False,False,1,1.0,1.0,3.0,3.0,1,0.0,1.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,5.0,1.0,5,24,1,0,2,2
1326668,1,1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,0,1.0,2.0,1.0,3.0,3,0.0,33.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,70.0,0.0,1.0,6,11,1,0,2,2
687035,1,2,0,0,0,0,1,1,2,False,False,True,False,False,False,True,False,False,0,1.0,1.0,1.0,6.0,2,0.0,7.0,0.0,0.0,2.0,14.0,2008,2.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,80.0,0.0,1.0,10,23,3,0,2,2
1973750,4,-1,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,1,1.0,2.0,2.0,3.0,1,1.0,7.0,0.0,0.0,2.0,15.0,2018,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,-1.0,-1.0,5.0,3.0,5,7,0,0,2,2
105710,2,0,0,0,0,0,1,1,0,False,False,True,False,True,False,False,False,False,3,5.0,2.0,1.0,7.0,4,0.0,2.0,0.0,9.0,0.0,1.0,2005,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,61.0,0.0,4.0,7,20,2,0,2,2
1370024,1,1,0,0,0,0,1,1,1,False,False,True,False,False,False,False,False,True,0,2.0,2.0,1.0,3.0,3,0.0,33.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,4,7,6,1,2,2
1052312,4,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,False,True,1,3.0,1.0,1.0,4.0,3,0.0,17.0,0.0,0.0,2.0,1.0,2011,4.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2,2,0,2,2
99706,4,1,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,1,1.0,2.0,1.0,1.0,2,0.0,5.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,7,26,1,0,2,2
1327271,3,-1,0,0,0,0,1,0,1,True,False,False,False,True,False,False,False,False,2,1.0,1.0,1.0,6.0,2,0.0,7.0,0.0,2.0,0.0,1.0,2013,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,55.0,0.0,3.0,4,9,1,0,2,2
1972492,4,1,0,0,0,0,1,1,0,False,False,True,False,False,False,False,True,False,1,1.0,1.0,1.0,6.0,1,2.0,10.0,0.0,3.0,0.0,1.0,2018,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,-1.0,-1.0,0.0,1.0,10,17,2,0,2,2
356821,3,1,0,0,0,0,1,2,1,True,False,False,False,False,True,False,False,False,2,3.0,1.0,1.0,6.0,3,0.0,7.0,0.0,0.0,0.0,0.0,2006,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,40.0,60.0,5.0,1.0,12,23,5,1,2,0
1532847,1,1,0,0,0,1,0,2,1,True,False,False,False,False,False,True,False,False,0,1.0,2.0,1.0,3.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2014,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,30.0,0.0,1.0,8,24,6,1,2,2
157068,1,1,0,0,0,0,1,1,2,True,False,False,False,False,True,False,False,False,0,1.0,2.0,6.0,2.0,1,0.0,7.0,0.0,0.0,2.0,23.0,2005,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,10,15,5,1,2,2
